,db_id,original_sql
4450,european_football_2,"SELECT player_api_id, player_name FROM player WHERE id = (SELECT MAX(id) FROM player WHERE player_name LIKE 'Har%' AND player_fifa_api_id > 600000 AND height > 187);"
4451,formula_1,"SELECT c.constructorid, c.name, COUNT(r.resultid) AS race_participations, CASE WHEN COUNT(r.resultid) > 50 THEN 'Legendary' WHEN COUNT(r.resultid) > 25 THEN 'Established' ELSE 'Newcomer' END AS team_experience FROM constructors c JOIN results r ON c.constructorid = r.constructorid WHERE r.position <= 15 GROUP BY c.constructorid, c.name HAVING COUNT(r.resultid) > 20"
4452,superhero,"SELECT s.superhero_name, a.alignment, p.power_name FROM superhero s JOIN alignment a ON s.alignment_id = a.id JOIN hero_power hp ON s.id = hp.hero_id JOIN superpower p ON hp.power_id = p.id WHERE s.weight_kg BETWEEN 90 AND 110 AND s.gender_id = 1"
4453,toxicology,"SELECT * FROM (SELECT a.*, ROW_NUMBER() OVER (PARTITION BY a.molecule_id ORDER BY a.bond_type DESC) AS rnk FROM bond_list a) subquery WHERE rnk <= 9"
4454,toxicology,"SELECT molecule.molecule_id, molecule.label, atom.atom_id, atom.element, bond_list.bond_id, bond_list.bond_type, bond_list.transact_dt_tm FROM molecule INNER JOIN atom ON molecule.molecule_id = atom.molecule_id INNER JOIN connected ON atom.atom_id = connected.atom_id2 INNER JOIN bond_list ON connected.bond_id = bond_list.bond_id WHERE atom.element = 'Rn' AND bond_list.transact_dt_tm > '2027-01-01' ORDER BY molecule.molecule_id DESC, atom.atom_id ASC, bond_list.transact_dt_tm NULLS LAST"
4455,formula_1,"SELECT RACEID, MAX(CASE WHEN POSITIONORDER = 1 THEN DRIVERID END) AS WINNER, MAX(CASE WHEN POSITIONORDER = 2 THEN DRIVERID END) AS RUNNER_UP, MAX(CASE WHEN POSITIONORDER = 3 THEN DRIVERID END) AS THIRD_PLACE FROM results WHERE POSITIONORDER <= 3 AND LAPS BETWEEN 111 AND 120 GROUP BY RACEID"
4456,superhero,"SELECT CASE WHEN s.id = 300 THEN 300 WHEN s.id = 301 THEN 301 WHEN s.id = 302 THEN 302 END AS fixed_id, s.superhero_name, sp.power_name FROM superhero AS s JOIN hero_power AS hp ON s.id = hp.hero_id JOIN superpower AS sp ON hp.power_id = sp.id WHERE s.id IN (300, 301, 302) AND sp.power_name LIKE 'Telepathy%'"
4457,student_club,"SELECT M.member_id, M.first_name, M.last_name FROM member AS M WHERE M.member_id IN (SELECT link_to_member FROM expense WHERE cost > 150 AND approved = 'Pending' AND link_to_budget = 'recBUD54321') AND M.position = 'Financial Compliance Specialist'"
4458,superhero,"SELECT s.superhero_name, a.alignment, p.power_name FROM superhero s JOIN alignment a ON s.alignment_id = a.id JOIN hero_power hp ON s.id = hp.hero_id JOIN superpower p ON hp.power_id = p.id WHERE s.weight_kg BETWEEN 95 AND 115 AND s.gender_id = 1 AND s.height_cm > 190"
4459,esophageal,"SELECT patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence, AVG(demographics.weight) AS avg_weight FROM patients JOIN pathology_and_surgery ON patients.patient_id = pathology_and_surgery.patient_id JOIN demographics ON patients.patient_id = demographics.patient_id WHERE informed_consent_verified = TRUE AND pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence = FALSE AND demographics.gender = 'Male' AND pathology_and_surgery.primary_pathology_number_of_lymphnodes_positive_by_ihc > 2 GROUP BY patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence ORDER BY patients.patient_id;"
4460,european_football_2,"SELECT TA.ID, TA.BUILDUPPLAYDRIBBLING, TA.CHANCECREATIONPASSING, TA.DEFENCEPRESSURE, TA.DEFENCETEAMWIDTH FROM team_attributes AS TA WHERE TA.BUILDUPPLAYDRIBBLING < (SELECT AVG(BUILDUPPLAYDRIBBLING) FROM team_attributes) AND TA.CHANCECREATIONPASSING > (SELECT AVG(CHANCECREATIONPASSING) FROM team_attributes) AND TA.DEFENCEPRESSURE > (SELECT AVG(DEFENCEPRESSURE) FROM team_attributes)"
4461,student_club,"SELECT COUNT(DISTINCT member.member_id) AS member_count, zip_code.county FROM member JOIN zip_code ON member.zip = zip_code.zip_code WHERE member.position = 'officer' AND zip_code.type = 'standard' GROUP BY zip_code.county"
4462,toxicology,"SELECT molecule.molecule_id, molecule.label, atom.atom_id, atom.element, bond_ref.bond_type, bond_ref.bond_seq FROM molecule INNER JOIN atom ON molecule.molecule_id = atom.molecule_id INNER JOIN connected ON atom.atom_id = connected.atom_id2 INNER JOIN bond_list ON connected.bond_id = bond_list.bond_id INNER JOIN bond_ref ON bond_list.bond_type = bond_ref.bond_type WHERE atom.element = 'Ar' ORDER BY molecule.molecule_id ASC, atom.atom_id DESC, bond_ref.bond_seq NULLS FIRST"
4463,financial,"SELECT player_id FROM player_stats GROUP BY player_id HAVING COUNT(match_id) > 35 AND (MAX(minutes_played) - MIN(minutes_played)) > 2000;"
4464,student_club,"SELECT m.phone, e.notes, b.event_status, z.short_state FROM member AS m LEFT JOIN attendance AS a ON m.member_id = a.link_to_member LEFT JOIN event AS e ON a.link_to_event = e.event_id LEFT JOIN budget AS b ON e.event_id = b.link_to_event LEFT JOIN zip_code AS z ON m.zip = z.zip_code WHERE b.amount BETWEEN 900 AND 1700 ORDER BY b.amount DESC NULLS LAST"
4465,superhero,"SELECT CASE WHEN s.id = 16 THEN 16 WHEN s.id = 17 THEN 17 WHEN s.id = 18 THEN 18 END AS fixed_id, s.superhero_name, g.gender FROM superhero AS s JOIN gender AS g ON s.gender_id = g.id WHERE s.id IN (16, 17, 18)"
4466,formula_1,"SELECT raceId FROM races WHERE EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.country LIKE 'Q%') AND NOT EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.name LIKE '%Qualifying%')"
4467,thrombosis_prediction,"SELECT id, COALESCE(MAX(CASE WHEN igg > 14 THEN 'TRUE' END), 'FALSE') AS Elevated_IgG, COALESCE(MAX(CASE WHEN iga > 14 THEN 'TRUE' END), 'FALSE') AS Elevated_IgA, COALESCE(MAX(CASE WHEN igm > 14 THEN 'TRUE' END), 'FALSE') AS Elevated_IgM FROM laboratory GROUP BY id"
4468,student_club,"SELECT e.event_name, SUM(b.spent) AS Total_Event_Expenses FROM event AS e JOIN budget AS b ON e.event_id = b.link_to_event WHERE b.event_status = 'Approved' AND b.category = 'Social' GROUP BY e.event_name HAVING SUM(b.spent) > 800"
4469,student_club,"SELECT COUNT(*) AS member_count, department FROM major WHERE college = 'Engineering' GROUP BY department"
4470,formula_1,"SELECT r.raceid, r.name AS racename, c.lng AS circuitlongitude, d.code AS drivercode, co.nationality AS constructornationality, res.position AS finishposition, res.fastestlaptime FROM races AS r INNER JOIN circuits AS c ON r.circuitid = c.circuitid INNER JOIN results AS res ON r.raceid = res.raceid INNER JOIN drivers AS d ON res.driverid = d.driverid INNER JOIN constructors AS co ON res.constructorid = co.constructorid WHERE r.year BETWEEN 2015 AND 2020 AND res.points > 18 AND res.positionorder <= 3 ORDER BY r.raceid DESC, res.fastestlaptime ASC"
4471,student_club,"SELECT m.first_name, m.last_name, e.event_name, b.amount FROM member AS m LEFT JOIN attendance AS a ON m.member_id = a.link_to_member LEFT JOIN event AS e ON a.link_to_event = e.event_id LEFT JOIN budget AS b ON e.event_id = b.link_to_event WHERE b.amount > 100 AND b.amount < 300 ORDER BY b.amount ASC NULLS FIRST"
4472,toxicology,"SELECT m.molecule_id, m.label, a.element FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id WHERE a.element LIKE 'Sr%' ORDER BY m.label NULLS FIRST, a.atom_id NULLS FIRST"
4473,european_football_2,"SELECT t.team_long_name, t.team_short_name, ta.buildupplaydribbling, ta.buildupplaydribblingclass, ta.chancecreationshooting, ta.chancecreationshootingclass, ta.defencepressure, ta.defencepressureclass FROM team t INNER JOIN team_attributes ta ON t.team_api_id = ta.team_api_id WHERE ta.date = '2015-05-15 00:00:00'"
4474,financial,"SELECT p.player_id, p.match_id, p.goals FROM player_stats p JOIN player_rate pr ON p.player_id = pr.id WHERE p.goals > 1 AND pr.overall_rating BETWEEN 90 AND 100 LIMIT 220;"
4475,toxicology,"SELECT * FROM (SELECT a.*, ROW_NUMBER() OVER (PARTITION BY a.molecule_id ORDER BY a.element DESC) AS rnk FROM atom a) subquery WHERE rnk <= 14"
4476,toxicology,"SELECT molecule_id, COUNT(DISTINCT CASE WHEN element = 'xe' THEN 1 END) AS xe_atoms, COUNT(DISTINCT CASE WHEN element IN ('rn', 'og') THEN molecule_id END) AS rn_atoms FROM atom GROUP BY molecule_id;"
4477,toxicology,"SELECT * FROM connected LEFT JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = 'hydrogen' AND bond.molecule_id LIKE 'BIO%'"
4478,toxicology,"SELECT molecule.molecule_id, molecule.label, bond.bond_type FROM molecule LEFT JOIN bond ON molecule.molecule_id = bond.molecule_id WHERE bond.bond_type = 'aromatic' AND molecule.label LIKE 'DNA%'"
4479,card_games,"SELECT C.name, C.artist FROM cards AS C LEFT JOIN legalities AS L ON L.uuid = C.uuid WHERE L.format = 'Pauper' AND C.convertedmanacost BETWEEN 1.5 AND 3.5"
4480,financial,"SELECT p.player_id, p.match_id, p.goals FROM player_stats p JOIN player_rate pr ON p.player_id = pr.id WHERE p.goals > 2 AND pr.overall_rating BETWEEN 85 AND 95 AND pr.potential_rating > 90 AND p.minutes_played > 70 LIMIT 210;"
4481,card_games,"SELECT id, (CASE WHEN (colors = 'W' AND power = '3') THEN COALESCE(watermark, '1104') WHEN (colors = 'U' AND power = '2') THEN COALESCE(watermark, '1105') WHEN (colors = 'B' AND power = '1') THEN COALESCE(watermark, '1106') WHEN (colors = 'R' AND power = '0') THEN COALESCE(watermark, '1107') END) AS watermark FROM cards"
4482,toxicology,"SELECT m.molecule_id, m.label, a.element FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id WHERE a.element LIKE 'Ag%' ORDER BY m.label NULLS FIRST, a.atom_id NULLS FIRST"
4483,toxicology,"SELECT atom.atom_id, atom.molecule_id, atom.element, bond.bond_id, bond.bond_type FROM atom LEFT JOIN connected ON atom.atom_id = connected.atom_id LEFT JOIN bond ON connected.bond_id = bond.bond_id"
4484,toxicology,"SELECT bond_id, MAX(CASE WHEN rn = 1 THEN atom_id2 END) AS atom_id2_1, MAX(CASE WHEN rn = 2 THEN atom_id2 END) AS atom_id2_2, MAX(CASE WHEN rn = 3 THEN atom_id2 END) AS atom_id2_3 FROM (SELECT bond_id, atom_id2, ROW_NUMBER() OVER (PARTITION BY bond_id ORDER BY atom_id2 DESC) AS rn FROM connected) AS subquery WHERE rn <= 4 GROUP BY bond_id ORDER BY bond_id"
4485,formula_1,"SELECT RACEID, MAX(CASE WHEN POSITIONORDER = 1 THEN DRIVERID END) AS WINNER, MAX(CASE WHEN POSITIONORDER = 2 THEN DRIVERID END) AS RUNNER_UP, MAX(CASE WHEN POSITIONORDER = 3 THEN DRIVERID END) AS THIRD_PLACE FROM results WHERE POSITIONORDER <= 3 AND LAPS BETWEEN 36 AND 45 AND POINTS > 15 GROUP BY RACEID"
4486,superhero,"WITH SUPERHERO_GROUP_RANK AS (SELECT ID, SUBGROUP2, ROW_NUMBER() OVER (ORDER BY ID ASC NULLS FIRST) AS RANK FROM SUPERHERO_GROUP) SELECT S1.SUBGROUP2 AS CURRENT_SUBGROUP, S2.SUBGROUP2 AS SUBGROUP_BEFORE_2 FROM SUPERHERO_GROUP_RANK AS S1 LEFT JOIN SUPERHERO_GROUP_RANK AS S2 ON S2.RANK = S1.RANK - 2"
4487,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_ref AS br ON c.bond_id = br.bond_type WHERE a.element = 'Pt' AND br.bond_seq BETWEEN 7 AND 12 ORDER BY m.molecule_id ASC, a.atom_id ASC, br.bond_seq DESC"
4488,student_club,"WITH member_privileges_analysis AS (SELECT privilege_level, member_id, COUNT(1) AS total_privileges, ROW_NUMBER() OVER (PARTITION BY privilege_level ORDER BY COUNT(1) DESC) AS rank, 'Privilege Top 3' AS result_type FROM member_privileges WHERE is_active = true AND privilege_scope = 'Outreach' GROUP BY privilege_level, member_id), privilege_members AS (SELECT privilege_level, member_id, COUNT(1) AS total_privileges, ROW_NUMBER() OVER (PARTITION BY member_id ORDER BY COUNT(1) DESC) AS rank, 'Member Top Privilege' AS result_type FROM member_privileges WHERE is_active = true AND privilege_scope = 'Outreach' GROUP BY privilege_level, member_id) SELECT privilege_level, member_id, total_privileges, result_type FROM member_privileges_analysis WHERE rank <= 3 UNION ALL SELECT privilege_level, member_id, total_privileges, result_type FROM privilege_members WHERE rank = 1 ORDER BY result_type, privilege_level, member_id"
4489,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, b.bond_type FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id WHERE a.element = 'Ag' AND b.bond_type = 'dative' ORDER BY m.molecule_id ASC, a.atom_id DESC, b.bond_type ASC"
4490,toxicology,"SELECT * FROM (SELECT a.*, ROW_NUMBER() OVER (PARTITION BY a.molecule_id ORDER BY a.transact_dt_tm ASC) AS rnk FROM bond_list a) subquery WHERE rnk <= 2"
4491,toxicology,"SELECT m.molecule_id, m.label, a.element FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id WHERE a.element LIKE 'Pb%' ORDER BY m.label NULLS FIRST, a.atom_id NULLS FIRST"
4492,formula_1,"SELECT raceid, q3 FROM (SELECT raceid, q3, RANK() OVER (PARTITION BY raceid ORDER BY COUNT(*) DESC) AS rank FROM qualifying GROUP BY raceid, q3) subq WHERE rank = 1 AND q3 IS NOT NULL AND q3 <> '0' AND q3 LIKE '7%' AND q3 NOT LIKE '1%' AND q3 NOT LIKE '2%' AND q3 NOT LIKE '3%' AND q3 NOT LIKE '4%' AND q3 NOT LIKE '5%' AND q3 NOT LIKE '6%' AND q3 NOT LIKE '8%' AND q3 NOT LIKE '9%'"
4493,toxicology,"SELECT COALESCE(a.atom_id, b.bond_id) AS unified_key, COALESCE(a.molecule_id, b.molecule_id) AS chemical_code, COALESCE(a.element, b.bond_type) AS property_value FROM atom AS a FULL OUTER JOIN bond_list AS b ON a.molecule_id = b.molecule_id WHERE a.element LIKE 'Fr%' OR b.transact_dt_tm BETWEEN '2023-01-01' AND '2023-12-31' ORDER BY unified_key DESC, chemical_code ASC"
4494,financial,"SELECT MIN(a8) FROM (SELECT a8, DENSE_RANK() OVER (ORDER BY a8 DESC NULLS LAST) AS Rank FROM district) AS E WHERE (Rank = 4)"
4495,superhero,"WITH SUPERHERO_GROUP_RANK AS (SELECT ID, SUBGROUP2, ROW_NUMBER() OVER (ORDER BY ID DESC NULLS LAST) AS RANK FROM SUPERHERO_GROUP) SELECT S1.SUBGROUP2 AS CURRENT_SUBGROUP, S2.SUBGROUP2 AS SUBGROUP_AFTER_5 FROM SUPERHERO_GROUP_RANK AS S1 LEFT JOIN SUPERHERO_GROUP_RANK AS S2 ON S2.RANK = S1.RANK + 5"
4496,thrombosis_prediction,"SELECT p.id AS patient_id, p.sex, COALESCE(l.tat2, 0) AS thrombin_antithrombin_complex_2 FROM patient AS p LEFT JOIN laboratory AS l ON p.id = l.id WHERE l.date BETWEEN '2023-01-01' AND '2023-12-31' AND l.tat2 > 10 ORDER BY p.id DESC NULLS LAST"
4497,student_club,"SELECT link_to_event, SUM(hours) AS total_volunteer_hours FROM attendance JOIN member ON attendance.link_to_member = member.member_id WHERE hours >= 1 AND member.position = 'Volunteer' AND member.zip < 40000 GROUP BY link_to_event"
4498,thrombosis_prediction,"SELECT id, COALESCE(MAX(CASE WHEN hgb < 14 THEN 'TRUE' END), 'FALSE') AS Mild_Anemia, COALESCE(MAX(CASE WHEN plt < 140 THEN 'TRUE' END), 'FALSE') AS Mild_Thrombocytopenia, COALESCE(MAX(CASE WHEN wbc > 10 THEN 'TRUE' END), 'FALSE') AS Mild_Leukocytosis FROM laboratory GROUP BY id"
4499,thrombosis_prediction,"SELECT p.id, p.sex, p.admission, AVG(l.tg) AS avg_triglycerides FROM patient AS p INNER JOIN laboratory AS l ON p.id = l.id WHERE l.tg > 100 GROUP BY p.id, p.sex, p.admission"
4500,student_club,"SELECT m.position, e.type, b.category, z.city FROM member AS m LEFT JOIN attendance AS a ON m.member_id = a.link_to_member LEFT JOIN event AS e ON a.link_to_event = e.event_id LEFT JOIN budget AS b ON e.event_id = b.link_to_event LEFT JOIN zip_code AS z ON m.zip = z.zip_code WHERE b.amount BETWEEN 1800 AND 2800 ORDER BY b.amount DESC NULLS LAST"
4501,thrombosis_prediction,"SELECT p.id, p.diagnosis FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) JOIN (SELECT p.diagnosis, l.pic FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) WHERE p.diagnosis = 'APS' AND l.pic > 50 GROUP BY p.diagnosis, l.pic HAVING COUNT(*) > 1) AS j ON (p.diagnosis = j.diagnosis AND l.pic = j.pic)"
4502,codebase_community,"SELECT DISTINCT u.id AS user_id, u.displayname, u.reputation, b.name AS badge_name, b.date AS badge_date FROM users AS u LEFT JOIN badges AS b ON b.userid = u.id AND b.name = 'Reviewer' WHERE u.reputation >= 8000 AND u.creationdate > '2017-01-01'"
4503,esophageal,"SELECT patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_examined_count, COUNT(primary_pathology_lymph_node_examined_count) AS lymph_node_examined_count FROM patients JOIN pathology_and_surgery ON patients.patient_id = pathology_and_surgery.patient_id JOIN demographics ON patients.patient_id = demographics.patient_id WHERE informed_consent_verified = TRUE AND pathology_and_surgery.primary_pathology_lymph_node_examined_count BETWEEN 45 AND 55 GROUP BY patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_examined_count ORDER BY patients.patient_id;"
4504,financial,"SELECT p.player_id, p.match_id, p.goals FROM player_stats p JOIN player_rate pr ON p.player_id = pr.id WHERE p.goals > 2 AND pr.overall_rating BETWEEN 85 AND 95 AND pr.potential_rating > 90 LIMIT 200;"
4505,thrombosis_prediction,"SELECT p.id AS patient_id, p.sex, COALESCE(l.aptt, 0) AS aptt_level FROM patient AS p LEFT JOIN laboratory AS l ON p.id = l.id WHERE l.date BETWEEN '2025-01-01' AND '2025-12-31' AND l.aptt BETWEEN 80 AND 90 ORDER BY p.id DESC NULLS LAST"
4506,thrombosis_prediction,"SELECT p.id AS patient_id, p.sex, COALESCE(l.glu, 0) AS glucose_status FROM patient AS p LEFT JOIN laboratory AS l ON p.id = l.id ORDER BY p.id DESC NULLS LAST"
4507,european_football_2,"SELECT player_api_id, player_name FROM player WHERE id = (SELECT MIN(id) FROM player WHERE player_name LIKE 'Ant%' AND player_fifa_api_id > 270000 AND height > 183 AND weight < 86);"
4508,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, br.bond_type, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id2 INNER JOIN bond_ref AS br ON c.bond_id = br.bond_type WHERE a.element = 'Cl' AND br.bond_seq > 2 ORDER BY m.molecule_id DESC, a.atom_id ASC, br.bond_seq DESC"
4509,superhero,"WITH SUPERHERO_RANK AS (SELECT ID, SUPERHERO_NAME, ROW_NUMBER() OVER (ORDER BY HEIGHT_CM DESC NULLS LAST) AS RANK FROM SUPERHERO) SELECT S1.SUPERHERO_NAME AS CURRENT_HERO, S2.SUPERHERO_NAME AS HERO_BEFORE_6 FROM SUPERHERO_RANK AS S1 LEFT JOIN SUPERHERO_RANK AS S2 ON S2.RANK = S1.RANK - 6"
4510,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, bl.bond_id, bl.transact_dt_tm FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE a.element = 'U' ORDER BY m.molecule_id DESC, a.atom_id NULLS LAST, c.atom_id2 NULLS FIRST"
4511,toxicology,"SELECT molecule.molecule_id, molecule.label, bond.bond_type FROM molecule LEFT JOIN bond ON molecule.molecule_id = bond.molecule_id WHERE bond.bond_type = 'hydrogen' AND molecule.label LIKE 'Vitamin%'"
4512,esophageal,"SELECT patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence, MIN(demographics.weight) AS min_weight FROM patients JOIN pathology_and_surgery ON patients.patient_id = pathology_and_surgery.patient_id JOIN demographics ON patients.patient_id = demographics.patient_id WHERE informed_consent_verified = TRUE AND pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence = FALSE GROUP BY patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence ORDER BY patients.patient_id;"
